work_year,experience_level,salary_in_usd,remote_ratio,company_size,job_title,employment_type,company_location,employee_residence,Cluster_Group
2023,SE,160000,100,M,Data Engineer,FT,CA,CA,1
2023,SE,145000,100,M,Data Engineer,FT,CA,CA,1
2023,MI,154000,0,M,Data Analyst,FT,US,US,0
2023,MI,143000,0,M,Data Analyst,FT,US,US,0
2023,MI,78990,0,M,Data Scientist,FT,GB,GB,1
2023,MI,51039,0,M,Data Scientist,FT,GB,GB,1
2023,EN,190000,0,M,Data Scientist,FT,US,US,0
2023,EN,120000,0,M,Data Scientist,FT,US,US,0
2023,MI,85066,0,M,Data Scientist,FT,GB,GB,1
2023,MI,109371,0,M,Data Scientist,FT,GB,GB,1
2023,MI,72914,0,M,Data Scientist,FT,GB,GB,1
2023,SE,111000,0,M,Data Engineer,FT,US,US,0
2023,EX,265000,0,M,Data Engineer,FT,US,US,0
2023,EX,235000,0,M,Data Engineer,FT,US,US,0
2023,EN,121093,50,L,Data Scientist,FT,CH,CH,1
2022,MI,73546,100,M,Data Scientist,FT,DE,DE,1
2023,MI,75000,100,M,Data Engineer,FT,US,US,0
2023,MI,60400,100,M,Data Engineer,FT,US,US,0
2022,SE,172309,100,L,Lead Data Scientist,FT,IE,IE,1
2023,MI,60093,100,M,Data Scientist,FT,DE,AT,1
2023,MI,83500,100,M,Data Analyst,FT,US,US,0
2023,MI,52500,100,M,Data Analyst,FT,US,US,0
2023,SE,201036,0,M,Data Scientist,FT,US,US,0
2023,SE,134024,0,M,Data Scientist,FT,US,US,0
2023,SE,165000,100,M,Data Analyst,FT,US,US,0
2023,SE,140000,100,M,Data Analyst,FT,US,US,0
2023,EN,62000,100,M,Data Engineer,FT,US,US,0
2023,EN,58000,100,M,Data Engineer,FT,US,US,0
2023,SE,172000,0,M,Data Scientist,FT,US,US,0
2023,SE,115000,0,M,Data Scientist,FT,US,US,0
2023,EN,125000,0,M,Data Engineer,FT,US,US,0
2023,EN,90000,0,M,Data Engineer,FT,US,US,0
2023,SE,163800,0,M,Data Engineer,FT,US,US,0
2023,SE,126000,0,M,Data Engineer,FT,US,US,0
2023,MI,90000,100,M,Data Engineer,FT,US,US,0
2023,SE,139500,0,M,Data Engineer,FT,US,US,0
2023,SE,109400,0,M,Data Engineer,FT,US,US,0
2023,MI,145000,0,M,Data Engineer,FT,US,US,0
2023,MI,120000,0,M,Data Engineer,FT,US,US,0
2023,SE,205600,0,L,Data Engineer,FT,US,US,0
2023,SE,105700,0,L,Data Engineer,FT,US,US,0
2023,SE,239748,0,M,Data Scientist,FT,US,US,0
2023,SE,159832,0,M,Data Scientist,FT,US,US,0
2023,SE,186300,100,M,Data Scientist,FT,US,US,0
2023,SE,102500,100,M,Data Scientist,FT,US,US,0
2023,SE,126000,0,M,Data Scientist,FT,US,US,0
2023,SE,149040,100,M,Data Architect,FT,US,US,0
2023,SE,113900,100,M,Data Architect,FT,US,US,0
2023,SE,153600,100,M,Data Engineer,FT,US,US,0
2023,SE,106800,100,M,Data Engineer,FT,US,US,0
2023,SE,172600,100,M,Data Engineer,FT,US,US,0
2023,SE,107900,100,M,Data Engineer,FT,US,US,0
2023,SE,180180,0,M,Data Analyst,FT,US,US,0
2023,SE,106020,0,M,Data Analyst,FT,US,US,0
2023,SE,376080,100,M,Data Architect,FT,US,US,0
2023,SE,213120,100,M,Data Architect,FT,US,US,0
2023,SE,206500,100,M,Data Analyst,FT,US,US,0
2023,SE,121600,100,M,Data Analyst,FT,US,US,0
2023,SE,260000,0,M,Data Engineer,FT,US,US,0
2023,SE,225000,0,M,Data Engineer,FT,US,US,0
2023,EX,194500,0,M,Data Engineer,FT,US,US,0
2023,EX,115500,0,M,Data Engineer,FT,US,US,0
2023,SE,170000,100,L,Product Data Analyst,FT,US,US,0
2023,SE,90000,100,L,Data Specialist,FT,US,US,0
2023,EN,95000,100,M,Data Analyst,FT,US,US,0
2023,EN,70000,100,M,Data Analyst,FT,US,US,0
2023,SE,275000,0,M,Data Engineer,FT,US,US,0
2023,SE,115934,100,M,Data Analyst,FT,US,US,0
2023,SE,81666,100,M,Data Analyst,FT,US,US,0
2023,SE,150000,100,M,Machine Learning Engineer,FT,US,US,0
2023,SE,120000,100,M,Machine Learning Engineer,FT,US,US,0
2023,SE,200000,0,M,Research Engineer,FT,US,US,0
2023,SE,175000,0,M,Research Engineer,FT,US,US,0
2023,MI,206000,0,M,Data Analyst,FT,US,US,0
2023,MI,130000,0,M,Data Analyst,FT,US,US,0
2023,SE,138000,100,M,Data Architect,FT,GB,GB,1
2023,SE,92000,100,M,Data Architect,FT,GB,GB,1
2023,SE,65000,0,M,Data Science Consultant,FT,CO,CO,1
2023,SE,48000,0,M,Data Science Consultant,FT,CO,CO,1
2023,SE,110000,100,M,Data Analyst,FT,US,US,0
2023,SE,130000,0,M,Analytics Engineer,FT,US,US,0
2023,SE,87000,0,M,Analytics Engineer,FT,US,US,0
2023,MI,160000,0,M,Data Analyst,FT,US,US,0
2023,MI,112000,0,M,Data Analyst,FT,US,US,0
2023,SE,299500,0,M,Data Science Manager,FT,US,US,0
2023,SE,245100,0,M,Data Science Manager,FT,US,US,0
2023,MI,145000,0,M,Data Scientist,FT,US,US,0
2023,MI,100000,0,M,Data Scientist,FT,US,US,0
2023,SE,147100,0,M,Data Engineer,FT,US,US,0
2023,EN,115100,0,M,Data Engineer,FT,US,US,0
2023,EN,73900,0,M,Data Engineer,FT,US,US,0
2023,SE,168400,0,M,Data Engineer,FT,US,US,0
2023,SE,105200,0,M,Data Engineer,FT,US,US,0
2023,MI,100000,0,M,Data Analyst,FT,US,US,0
2023,MI,85066,100,M,Data Engineer,FT,GB,GB,1
2023,MI,57723,100,M,Data Engineer,FT,GB,GB,1
2023,MI,95000,0,M,Data Engineer,FT,US,US,0
2023,MI,130000,100,L,Machine Learning Manager,FT,US,US,0
2023,SE,205000,0,M,Data Scientist,FT,US,US,0
2023,SE,141288,0,M,Research Scientist,FT,US,US,0
2023,SE,94192,0,M,Research Scientist,FT,US,US,0
2023,SE,184000,100,M,Lead Data Engineer,FT,US,US,0
2023,SE,143000,100,M,Lead Data Engineer,FT,US,US,0
2023,SE,55000,0,M,Data Analyst,FT,US,US,0
2023,SE,275300,100,M,Analytics Engineer,FT,US,US,0
2023,SE,183500,100,M,Analytics Engineer,FT,US,US,0
2023,MI,75000,100,M,Data Analyst,FT,US,US,0
2023,MI,65000,100,M,Data Analyst,FT,US,US,0
2023,MI,160000,0,M,ML Engineer,FT,US,US,0
2023,MI,147000,0,M,ML Engineer,FT,US,US,0
2023,MI,75020,100,L,Software Data Engineer,FT,SG,SG,1
2023,MI,17022,100,L,Data Scientist,FT,IN,IN,1
2023,EN,70000,0,L,Software Data Engineer,FT,AU,IN,1
2023,EN,80000,50,M,Machine Learning Infrastructure Engineer,FT,SE,SE,1
2023,MI,18238,50,L,Product Data Analyst,FT,IN,IN,1
2023,MI,150000,0,M,Machine Learning Engineer,FT,US,US,0
2023,EX,210914,100,M,Data Engineer,FT,US,US,0
2023,EX,116704,100,M,Data Engineer,FT,US,US,0
2023,EN,150000,0,M,Research Scientist,FT,US,US,0
2023,EN,100000,0,M,Research Scientist,FT,US,US,0
2023,EN,60000,100,M,Data Analyst,FT,US,US,0
2023,MI,185700,0,M,Analytics Engineer,FT,US,US,0
2023,MI,165000,0,M,Analytics Engineer,FT,US,US,0
2023,SE,169000,0,M,Data Analyst,FT,US,US,0
2023,SE,110600,0,M,Data Analyst,FT,US,US,0
2023,SE,193000,100,M,Lead Data Engineer,FT,US,US,0
2023,SE,136850,100,M,Lead Data Engineer,FT,US,US,0
2023,SE,139500,0,M,Machine Learning Engineer,FT,US,US,0
2023,SE,109400,0,M,Machine Learning Engineer,FT,US,US,0
2023,SE,276000,100,M,Data Engineer,FT,US,US,0
2023,SE,178500,100,M,Data Engineer,FT,US,US,0
2023,MI,59020,0,M,Data Scientist,FT,ES,ES,1
2023,MI,48289,0,M,Data Scientist,FT,ES,ES,1
2023,MI,75116,100,M,Data Engineer,FT,SI,SI,1
2023,MI,48289,100,M,Data Engineer,FT,SI,SI,1
2023,SE,195652,0,M,Machine Learning Engineer,FT,GB,GB,0
2023,SE,101228,0,M,Machine Learning Engineer,FT,GB,GB,1
2023,SE,136956,0,M,Data Engineer,FT,GB,GB,1
2023,SE,101228,0,M,Data Engineer,FT,GB,GB,1
2022,SE,130000,100,L,Machine Learning Infrastructure Engineer,FT,US,US,0
2021,MI,150000,100,M,Principal Data Scientist,FT,US,US,0
2023,SE,260000,100,M,ML Engineer,FT,CA,CA,0
2023,SE,110000,100,M,ML Engineer,FT,CA,CA,1
2023,SE,170000,100,M,Analytics Engineer,FT,US,US,0
2023,SE,130000,100,M,Analytics Engineer,FT,US,US,0
2023,SE,163800,0,M,Machine Learning Engineer,FT,US,US,0
2023,SE,126000,0,M,Machine Learning Engineer,FT,US,US,0
2023,MI,128750,0,M,Data Scientist,FT,US,US,0
2023,MI,106250,0,M,Data Scientist,FT,US,US,0
2023,EX,167500,0,M,Data Engineer,FT,US,US,0
2023,EX,106500,0,M,Data Engineer,FT,US,US,0
2023,SE,188500,100,M,Data Architect,FT,US,US,0
2023,SE,117000,100,M,Data Architect,FT,US,US,0
2023,SE,250000,100,M,Data Analyst,FT,US,US,0
2023,SE,138000,100,M,Data Analyst,FT,US,US,0
2023,MI,130000,100,M,Data Analyst,FT,CA,CA,1
2023,MI,100000,100,M,Data Analyst,FT,CA,CA,1
2023,SE,123405,0,L,Staff Data Scientist,FT,DE,DE,1
2023,SE,160000,0,M,Lead Data Scientist,FT,US,US,0
2023,SE,135000,0,M,Lead Data Scientist,FT,US,US,0
2023,MI,104500,0,M,Data Science Manager,FT,US,US,0
2023,MI,70000,0,M,Data Science Manager,FT,US,US,0
2023,MI,90000,0,M,Data Science Consultant,FT,US,US,0
2023,MI,70000,0,M,Data Science Consultant,FT,US,US,0
2023,MI,185000,100,M,Research Scientist,FT,US,US,0
2023,MI,125000,100,M,Research Scientist,FT,US,US,0
2023,SE,127000,100,M,Data Analyst,FT,US,US,0
2023,SE,94000,100,M,Data Analyst,FT,US,US,0
2023,SE,210550,0,M,Data Scientist,FT,US,US,0
2023,SE,153300,0,M,Data Scientist,FT,US,US,0
2023,MI,200000,100,M,Data Scientist,FT,US,US,0
2023,MI,150000,100,M,Data Scientist,FT,US,US,0
2023,SE,161500,100,M,Data Analyst,FT,US,US,0
2023,SE,119500,100,M,Data Analyst,FT,US,US,0
2023,SE,148750,0,M,Data Scientist,FT,US,US,0
2023,SE,105000,0,M,Software Data Engineer,FT,US,US,0
2023,SE,85000,0,M,Software Data Engineer,FT,US,US,0
2023,SE,215000,0,M,Research Scientist,FT,US,US,0
2023,SE,146300,0,M,Research Scientist,FT,US,US,0
2023,EN,214618,100,L,Machine Learning Infrastructure Engineer,FT,DE,DE,1
2023,MI,72000,100,M,Data Engineer,FT,MX,MX,1
2023,MI,60000,100,M,Data Engineer,FT,MX,MX,1
2023,SE,153400,0,M,Machine Learning Engineer,FT,US,US,0
2023,SE,122700,0,M,Machine Learning Engineer,FT,US,US,0
2023,MI,260000,0,M,Data Engineer,FT,US,US,0
2023,MI,175000,0,M,Data Engineer,FT,US,US,0
2023,SE,123900,100,M,Data Scientist,FT,US,US,0
2023,MI,340000,100,M,Research Scientist,FT,US,US,0
2023,MI,150000,100,M,Research Scientist,FT,US,US,0
2023,MI,250000,0,M,Data Engineer,FT,US,US,0
2023,MI,64385,50,M,Data Scientist,FT,FR,FR,1
2023,SE,185900,0,M,Data Analyst,FT,US,US,0
2023,SE,121700,0,M,Data Analyst,FT,US,US,0
2023,SE,50000,50,M,Software Data Engineer,FL,AU,NG,2
2023,EN,100000,100,L,Data Analyst,FT,US,UZ,1
2023,EX,310000,100,M,Data Engineer,FT,US,US,0
2023,EX,239000,100,M,Data Engineer,FT,US,US,0
2023,SE,125000,0,M,Data Analyst,FT,US,US,0
2023,SE,110000,0,M,Data Analyst,FT,US,US,0
2023,EN,150000,0,M,Data Analyst,FT,US,US,0
2023,EN,100000,0,M,Data Analyst,FT,US,US,0
2023,SE,149076,0,M,Data Scientist,FT,US,US,0
2023,SE,82365,0,M,Data Scientist,FT,US,US,0
2023,MI,97218,0,M,Data Analyst,FT,GB,GB,1
2023,MI,48609,0,M,Data Analyst,FT,GB,GB,1
2023,SE,95000,0,M,Data Analyst,FT,US,US,0
2023,SE,85500,0,M,Data Analyst,FT,US,US,0
2023,MI,97750,100,M,Data Scientist,FT,US,US,0
2023,SE,201000,0,M,Data Scientist,FT,US,US,0
2023,SE,122000,0,M,Data Scientist,FT,US,US,0
2023,MI,116990,100,M,Data Scientist,FT,US,US,0
2023,MI,82920,100,M,Data Scientist,FT,US,US,0
2023,MI,200000,0,S,Machine Learning Scientist,FT,US,US,0
2023,MI,125000,0,S,Machine Learning Scientist,FT,US,US,0
2023,SE,204500,0,M,Machine Learning Engineer,FT,US,US,0
2023,SE,142200,0,M,Machine Learning Engineer,FT,US,US,0
2023,SE,155000,0,M,Data Science Consultant,FT,US,US,0
2023,SE,140000,0,M,Data Science Consultant,FT,US,US,0
2023,MI,205920,0,M,Machine Learning Infrastructure Engineer,FT,US,US,0
2023,MI,171600,0,M,Machine Learning Infrastructure Engineer,FT,US,US,0
2023,SE,121500,100,M,Data Engineer,FT,US,US,0
2023,SE,78000,100,M,Data Engineer,FT,US,US,0
2023,MI,154000,0,M,Data Engineer,FT,US,US,0
2023,MI,116000,0,M,Data Engineer,FT,US,US,0
2023,SE,136000,0,M,Data Scientist,FT,US,US,0
2023,MI,78990,100,M,Data Analyst,FT,GB,GB,1
2023,MI,43809,100,M,Data Analyst,FT,GB,GB,1
2023,SE,180000,0,M,Data Analyst,FT,US,US,0
2023,SE,170000,0,M,Data Engineer,FT,US,US,0
2023,SE,154000,0,M,Data Engineer,FT,US,US,0
2023,SE,116000,0,M,Data Engineer,FT,US,US,0
2023,MI,200000,0,M,Data Engineer,FT,US,US,0
2023,SE,160000,100,M,Data Scientist,FT,US,US,0
2023,MI,127599,0,M,Data Engineer,FT,GB,GB,1
2023,MI,103294,0,M,Data Engineer,FT,GB,GB,1
2023,SE,153600,0,M,Data Engineer,FT,US,US,0
2023,SE,106800,0,M,Data Engineer,FT,US,US,0
2023,SE,156400,0,M,Data Scientist,FT,US,US,0
2023,SE,150000,0,M,Analytics Engineer,FT,US,US,0
2023,SE,120000,0,M,Analytics Engineer,FT,US,US,0
2023,SE,145000,100,M,Data Analyst,FT,US,US,0
2023,SE,260000,0,M,Data Scientist,FT,US,US,0
2023,EN,30000,50,M,Data Analyst,FT,IN,IN,1
2023,MI,185000,0,M,Research Scientist,FT,US,US,0
2023,MI,125000,0,M,Research Scientist,FT,US,US,0
2022,EN,34320,100,S,Data Analyst,PT,US,US,2
2022,MI,9289,100,M,Business Data Analyst,FT,BR,BR,1
2023,SE,75116,100,L,Machine Learning Software Engineer,FT,PT,PT,1
2022,EX,106000,0,L,Data Science Manager,FT,RU,UZ,1
2023,SE,175000,100,M,Data Analyst,FT,US,US,0
2023,SE,122000,100,M,Data Analyst,FT,US,US,0
2023,SE,93800,100,M,Data Analyst,FT,US,US,0
2023,SE,150000,100,M,Data Science Manager,FT,MX,MX,1
2023,SE,90000,100,M,Data Science Manager,FT,MX,MX,1
2023,EN,220000,0,M,Data Analytics Manager,FT,US,US,0
2023,SE,71897,100,M,Business Data Analyst,FT,DE,DE,1
2023,EN,64385,0,M,Machine Learning Infrastructure Engineer,FT,DE,DE,1
2023,SE,15806,100,S,Data Analyst,FT,IN,IN,1
2023,MI,200000,0,M,Machine Learning Engineer,FT,US,US,0
2023,MI,175000,0,M,Machine Learning Engineer,FT,US,US,0
2023,MI,40000,50,L,Data Scientist,FT,FR,FR,1
2023,SE,29453,50,M,Data Science Consultant,FT,TH,TH,1
2023,SE,136000,100,M,Data Scientist,FT,US,US,0
2023,SE,104000,100,M,Data Scientist,FT,US,US,0
2023,SE,152380,0,M,Data Analyst,FT,US,US,0
2023,SE,121904,0,M,Data Analyst,FT,US,US,0
2023,SE,168400,0,M,Data Architect,FT,US,US,0
2023,SE,105200,0,M,Data Architect,FT,US,US,0
2023,SE,128280,0,M,Machine Learning Engineer,FT,US,US,0
2023,SE,106900,0,M,Machine Learning Engineer,FT,US,US,0
2022,SE,192000,100,L,Lead Data Scientist,FT,US,US,0
2023,MI,100000,0,M,Data Engineer,FT,US,US,0
2023,SE,107309,100,S,Research Engineer,FT,DE,DE,1
2023,SE,85847,100,S,Research Engineer,FT,DE,DE,1
2023,SE,275000,0,M,Machine Learning Engineer,FT,DE,DE,0
2023,SE,174000,0,M,Machine Learning Engineer,FT,DE,DE,1
2023,SE,170500,100,M,Data Analyst,FT,US,US,0
2023,SE,85000,100,M,Data Analyst,FT,US,US,0
2023,SE,72946,0,M,Data Science Consultant,FT,GB,GB,1
2023,SE,54365,0,M,Data Science Consultant,FT,GB,GB,1
2023,EX,160288,0,M,Lead Data Scientist,FT,GB,GB,0
2023,EX,127467,0,M,Lead Data Scientist,FT,GB,GB,1
2023,SE,80000,0,M,Data Engineer,FT,US,US,0
2023,SE,65000,0,M,Data Engineer,FT,US,US,0
2023,SE,124740,0,M,Data Engineer,FT,US,US,0
2023,SE,65488,0,M,Data Engineer,FT,US,US,0
2023,SE,72200,0,M,Product Data Analyst,FT,US,US,0
2023,SE,64980,0,M,Product Data Analyst,FT,US,US,0
2023,SE,179975,100,M,Data Analyst,FT,US,US,0
2023,SE,86466,100,M,Data Analyst,FT,US,US,0
2023,SE,90000,0,M,Data Engineer,FT,US,US,0
2023,MI,51039,0,M,Software Data Engineer,FT,GB,GB,1
2023,MI,42533,0,M,Software Data Engineer,FT,GB,GB,1
2023,SE,175000,0,M,Data Science Manager,FT,US,US,0
2023,SE,120000,0,M,Data Science Manager,FT,US,US,0
2023,SE,230000,0,M,Data Analyst,FT,US,US,0
2023,SE,120000,0,M,Data Science Consultant,FT,US,US,0
2023,SE,205920,0,M,Machine Learning Infrastructure Engineer,FT,US,US,0
2023,SE,171600,0,M,Machine Learning Infrastructure Engineer,FT,US,US,0
2023,SE,265000,0,M,Data Engineer,FT,US,US,0
2023,MI,130000,0,M,Software Data Engineer,FT,US,US,0
2022,EN,168000,100,M,Data Scientist,FT,US,US,0
2023,MI,38631,50,L,AI Scientist,FT,ES,ES,1
2023,SE,167580,0,M,Data Engineer,FT,US,US,0
2023,SE,87980,0,M,Data Engineer,FT,US,US,0
2023,SE,202000,100,M,Data Engineer,FT,US,US,0
2023,SE,135000,100,M,Data Engineer,FT,US,US,0
2023,SE,104000,100,M,Data Engineer,FT,US,US,0
2023,SE,65000,100,M,Data Engineer,FT,US,US,0
2023,SE,230000,0,M,Research Engineer,FT,US,US,0
2023,SE,148000,0,M,Research Engineer,FT,US,US,0
2023,SE,269000,100,M,Machine Learning Engineer,FT,CA,CA,0
2023,SE,158000,100,M,Machine Learning Engineer,FT,CA,CA,1
2023,SE,197000,0,M,Analytics Engineer,FT,US,US,0
2023,SE,106000,0,M,Analytics Engineer,FT,US,US,0
2023,MI,150000,100,M,Lead Data Engineer,FT,US,US,0
2023,MI,100000,100,M,Lead Data Engineer,FT,US,US,0
2023,SE,290000,100,M,Data Engineer,FT,US,US,0
2023,SE,210000,100,M,Data Engineer,FT,US,US,0
2023,SE,192000,0,M,Data Engineer,FT,US,US,0
2023,SE,172800,0,M,Data Engineer,FT,US,US,0
2023,SE,300240,0,M,Data Scientist,FT,US,US,0
2023,SE,200160,0,M,Data Scientist,FT,US,US,0
2023,SE,175000,0,M,Analytics Engineer,FT,US,US,0
2023,SE,140000,0,M,Analytics Engineer,FT,US,US,0
2023,SE,169000,0,M,Data Science Consultant,FT,US,US,0
2023,SE,100000,0,M,Data Science Consultant,FT,US,US,0
2023,SE,370000,0,M,Data Scientist,FT,US,US,0
2023,MI,115447,100,L,Data Engineer,FT,GB,GB,1
2023,SE,110000,100,S,Data Analyst,FT,US,US,0
2023,SE,80000,100,S,Data Analyst,FT,US,US,0
2023,EN,55000,0,M,Data Analyst,FT,US,US,0
2023,EN,48000,0,M,Data Analyst,FT,US,US,0
2023,SE,85000,0,M,Data Analyst,FT,US,US,0
2023,SE,137500,100,M,Data Engineer,FT,US,US,0
2023,SE,81500,100,M,Data Engineer,FT,US,US,0
2023,SE,323300,0,M,Machine Learning Engineer,FT,US,US,0
2023,SE,184700,0,M,Machine Learning Engineer,FT,US,US,0
2021,MI,30000,0,S,AI Scientist,FT,GH,GH,1
2023,SE,186000,100,M,Machine Learning Engineer,FT,US,US,0
2023,SE,153088,100,M,Machine Learning Engineer,FT,US,US,0
2023,MI,190000,100,M,Lead Data Engineer,FT,US,US,0
2023,MI,160000,100,M,Lead Data Engineer,FT,US,US,0
2023,SE,200000,100,M,Machine Learning Engineer,FT,US,US,0
2023,MI,190000,0,M,Lead Data Engineer,FT,US,US,0
2023,MI,183310,0,M,Lead Data Engineer,FT,US,US,0
2023,SE,240000,100,M,Machine Learning Engineer,FT,US,US,0
2023,SE,180000,100,M,Machine Learning Engineer,FT,US,US,0
2023,SE,144000,100,M,Data Engineer,FT,US,US,0
2023,SE,66000,100,M,Data Engineer,FT,US,US,0
2023,MI,148500,0,M,Machine Learning Engineer,FT,US,US,0
2023,MI,126277,0,M,Machine Learning Engineer,FT,US,US,0
2023,SE,228000,0,M,Data Architect,FT,US,US,0
2023,SE,120000,0,M,Data Architect,FT,US,US,0
2023,SE,180000,0,M,Machine Learning Software Engineer,FT,US,US,0
2023,SE,90000,0,M,Machine Learning Software Engineer,FT,US,US,0
2023,SE,126500,0,M,Data Scientist,FT,US,US,0
2023,SE,78000,0,M,Data Scientist,FT,US,US,0
2023,SE,180000,0,M,Data Engineer,FT,US,US,0
2023,SE,272000,0,M,Machine Learning Software Engineer,FT,US,US,0
2023,SE,170000,0,M,Machine Learning Software Engineer,FT,US,US,0
2023,MI,80000,0,M,Data Analyst,FT,US,US,0
2023,MI,60000,0,M,Data Analyst,FT,US,US,0
2023,SE,259000,100,M,Data Engineer,FT,US,US,0
2023,SE,146000,100,M,Data Engineer,FT,US,US,0
2023,SE,139500,0,M,Data Scientist,FT,US,US,0
2023,MI,140000,100,M,Data Engineer,FT,US,US,0
2023,MI,120000,100,M,Data Engineer,FT,US,US,0
2023,MI,109371,0,M,Data Analyst,FT,HR,HR,1
2023,MI,72914,0,M,Data Analyst,FT,HR,HR,1
2023,EN,17779,100,L,Data Analyst,PT,IN,PL,2
2023,EN,19522,100,L,Data Scientist,FT,BR,BR,1
2023,SE,247500,0,M,Principal Data Scientist,FT,US,US,0
2023,SE,172200,0,M,Principal Data Scientist,FT,US,US,0
2023,SE,107309,100,M,Machine Learning Infrastructure Engineer,FT,FR,FR,1
2023,SE,75116,100,M,Machine Learning Infrastructure Engineer,FT,FR,FR,1
2023,SE,288000,100,M,Machine Learning Engineer,FT,US,US,0
2023,SE,140000,100,M,Machine Learning Engineer,FT,US,US,0
2023,MI,72914,0,M,Principal Data Scientist,FT,GB,GB,1
2023,MI,60761,0,M,Principal Data Scientist,FT,GB,GB,1
2023,SE,215050,100,M,Data Scientist,FT,US,US,0
2023,SE,156400,100,M,Data Scientist,FT,US,US,0
2023,SE,198000,100,M,Data Architect,FT,US,US,0
2023,SE,114000,100,M,Data Architect,FT,US,US,0
2023,SE,209300,100,M,Data Scientist,FT,US,US,0
2023,SE,182200,100,M,Data Scientist,FT,US,US,0
2022,EN,85000,0,M,Data Scientist,FT,US,US,0
2023,MI,48609,100,M,Machine Learning Engineer,FT,GB,GB,1
2023,EN,120000,100,M,Research Engineer,FT,GB,GB,1
2023,EN,60000,100,M,Research Engineer,FT,GB,GB,1
2023,SE,147100,0,M,Machine Learning Engineer,FT,US,US,0
2023,SE,90700,0,M,Machine Learning Engineer,FT,US,US,0
2023,SE,227000,0,M,Data Analyst,FT,US,US,0
2023,SE,108000,0,M,Data Analyst,FT,US,US,0
2023,SE,160000,100,M,Data Architect,FT,US,US,0
2023,SE,55800,100,M,Data Analyst,FT,ES,ES,1
2023,SE,51508,100,M,Data Analyst,FT,ES,ES,1
2023,EN,60000,100,L,Data Analyst,FT,US,US,0
2023,EN,50000,50,L,Data Analyst,FT,US,KW,1
2023,SE,226700,0,M,Data Engineer,FT,US,US,0
2023,SE,133300,0,M,Data Engineer,FT,US,US,0
2023,SE,151902,100,L,Software Data Engineer,FT,GB,GB,1
2023,EN,9727,0,L,Data Scientist,FT,IN,IN,1
2023,SE,52500,0,M,Data Analyst,FT,US,US,0
2023,SE,250000,100,M,Data Engineer,FT,US,US,0
2023,SE,162500,100,M,Data Engineer,FT,US,US,0
2023,MI,165000,0,M,Data Analyst,FT,US,US,0
2023,MI,124000,0,M,Data Analyst,FT,US,US,0
2023,SE,63000,100,M,Data Engineer,FT,US,US,0
2023,SE,253750,0,M,Research Scientist,FT,ES,ES,0
2023,SE,169200,0,M,Research Scientist,FT,ES,ES,1
2023,MI,170000,0,M,Data Scientist,FT,US,US,0
2023,MI,120000,0,M,Data Scientist,FT,US,US,0
2023,SE,213580,100,M,Data Engineer,FT,US,US,0
2023,SE,163625,100,M,Data Engineer,FT,US,US,0
2023,EN,12000,0,L,Data Engineer,FT,VN,VN,1
2022,SE,375000,100,M,Machine Learning Software Engineer,FT,US,US,0
2023,SE,101943,100,M,Data Engineer,FT,IE,IE,1
2023,MI,16414,100,L,Product Data Analyst,FT,IN,IN,1
2023,SE,220000,0,M,Machine Learning Engineer,FT,US,US,0
2023,EX,210000,0,M,Data Engineer,FT,US,US,0
2023,SE,231250,100,M,Data Science Manager,FT,US,US,0
2023,SE,138750,100,M,Data Science Manager,FT,US,US,0
2023,SE,284310,0,M,Machine Learning Engineer,FT,US,US,0
2023,SE,153090,0,M,Machine Learning Engineer,FT,US,US,0
2023,MI,125000,0,M,Data Analyst,FT,US,US,0
2023,MI,105000,0,M,Data Analyst,FT,US,US,0
2023,MI,109371,0,M,Data Analyst,FT,GB,GB,1
2023,MI,85066,0,M,Data Analyst,FT,GB,GB,1
2023,EN,100000,50,M,Data Analyst,FT,US,US,0
2023,SE,225900,0,M,Principal Data Scientist,FT,US,US,0
2023,SE,156400,0,M,Principal Data Scientist,FT,US,US,0
2023,SE,385000,0,M,Data Analyst,FT,US,US,0
2023,SE,60000,0,M,Data Analyst,FT,US,US,0
2023,MI,95000,100,M,Data Analyst,FT,US,US,0
2023,SE,135000,100,M,Data Scientist,FT,US,US,0
2023,SE,93919,100,M,Data Analyst,FT,US,US,0
2023,SE,51962,100,M,Data Analyst,FT,US,US,0
2023,SE,241871,0,M,Data Engineer,FT,US,US,0
2023,SE,133832,0,M,Data Engineer,FT,US,US,0
2023,SE,90000,100,M,Data Scientist,FT,US,US,0
2023,SE,192500,100,M,Data Analyst,FT,US,US,0
2023,MI,36000,100,S,Machine Learning Engineer,FT,MX,MX,1
2023,SE,370000,0,M,Research Scientist,FT,US,US,0
2023,SE,235000,100,M,Data Scientist,FT,US,US,0
2023,MI,121523,0,M,Machine Learning Engineer,FT,GB,GB,1
2023,MI,97218,0,M,Machine Learning Engineer,FT,GB,GB,1
2023,SE,216100,0,M,Data Scientist,FT,US,US,0
2023,SE,140800,0,M,Data Scientist,FT,US,US,0
2023,MI,145828,0,M,Machine Learning Engineer,FT,GB,GB,1
2023,SE,53654,100,L,Product Data Analyst,FT,CA,NL,1
2023,EN,110000,50,S,Data Scientist,FT,US,US,0
2023,MI,66837,100,M,Data Engineer,FT,GB,GB,1
2023,MI,63192,100,M,Data Engineer,FT,GB,GB,1
2023,MI,60761,0,M,Data Analyst,FT,GB,GB,1
2023,EX,284000,100,M,Data Engineer,FT,US,US,0
2023,EX,236000,100,M,Data Engineer,FT,US,US,0
